category,sub-category,university,ranking
Engineering,Remote Sensing,Paul Sabatier University (Toulouse 3),32.1
Engineering,Remote Sensing,Zhejiang University,42.6
Engineering,Remote Sensing,University of Extremadura,27.4
Engineering,Remote Sensing,Peking University,39.2
Engineering,Remote Sensing,Harbin Institute of Technology,40.5
Engineering,Remote Sensing,Nanjing University,39.6
Engineering,Remote Sensing,National University of Defense Technology,44.0
Engineering,Remote Sensing,Xi'an Jiaotong University,33.1
Engineering,Remote Sensing,Lancaster University,20.3
Engineering,Remote Sensing,Hunan University,29.6
Engineering,Remote Sensing,The University of New South Wales,29.3
Engineering,Remote Sensing,Beihang University,38.3
Engineering,Remote Sensing,Central South University,37.5
Engineering,Remote Sensing,Tongji University,39.6
Engineering,Remote Sensing,University of Trento,28.1
Engineering,Remote Sensing,Southwest Jiaotong University,34.1
Engineering,Remote Sensing,Michigan State University,22.0
Engineering,Remote Sensing,The University of Tokyo,26.6
Engineering,Remote Sensing,The University of Melbourne,20.5
Engineering,Remote Sensing,Nanjing University of Science and Technology,32.4
Engineering,Remote Sensing,Hohai University,35.7
Engineering,Remote Sensing,University of Connecticut,18.4
Engineering,Remote Sensing,University of Valencia,28.8
Engineering,Remote Sensing,Jilin University,36.4
Engineering,Remote Sensing,University of Wisconsin - Madison,29.3
Engineering,Remote Sensing,Ningbo University,24.9
Engineering,Remote Sensing,Boston University,22.2
Engineering,Remote Sensing,SUNY College of Environmental Science and Forestry,14.4
Engineering,Remote Sensing,University of British Columbia,22.2
Engineering,Remote Sensing,Shenzhen University,32.5
Engineering,Remote Sensing,National University of Singapore,22.3
Engineering,Remote Sensing,China University of Geosciences Beijing,31.0
Engineering,Remote Sensing,China University of Petroleum (East China),32.2
Engineering,Remote Sensing,Dalian Maritime University,24.8
Engineering,Remote Sensing,Delft University of Technology,27.8
Engineering,Remote Sensing,East China Normal University,26.6
Engineering,Remote Sensing,ETH Zurich,25.8
Engineering,Remote Sensing,Fudan University,28.6
Engineering,Remote Sensing,Humboldt University of Berlin,20.2
Engineering,Remote Sensing,Karlsruhe Institute of Technology (KIT),21.6
Engineering,Remote Sensing,Nanyang Technological University,23.3
Engineering,Remote Sensing,Paris-Saclay University,25.5
Engineering,Remote Sensing,Shanghai Jiao Tong University,27.6
Engineering,Remote Sensing,The Ohio State University - Columbus,24.8
Engineering,Remote Sensing,Université Paris Cité,25.4
Engineering,Remote Sensing,University of Bonn,16.4
Engineering,Remote Sensing,University of Iceland,18.2
Engineering,Remote Sensing,University of Illinois at Urbana-Champaign,25.8
Engineering,Remote Sensing,"University of Minnesota, Twin Cities",21.5
Engineering,Remote Sensing,University of Oklahoma - Norman,22.8
Engineering,Remote Sensing,University of Southampton,20.5
Engineering,Remote Sensing,University of Tasmania,13.8
Engineering,Remote Sensing,University of Zurich,22.3
Engineering,Remote Sensing,Vienna University of Technology,17.3
Engineering,Remote Sensing,Wageningen University & Research,23.5
Engineering,Remote Sensing,Xiamen University,28.8
Engineering,Remote Sensing,Chang'an University,28.9
Engineering,Remote Sensing,Chengdu University of Technology,24.8
Engineering,Remote Sensing,China Agricultural University,25.1
Engineering,Remote Sensing,China University of Mining and Technology,27.7
Engineering,Remote Sensing,Colorado State University,25.4
Engineering,Remote Sensing,Ghent University,21.1
Engineering,Remote Sensing,Griffith University,17.3
Engineering,Remote Sensing,Heidelberg University,13.6
Engineering,Remote Sensing,Iowa State University,18.4
Engineering,Remote Sensing,Nanjing Agricultural University,18.4
Engineering,Remote Sensing,Ocean University of China,28.0
Engineering,Remote Sensing,South Dakota State University,17.9
Engineering,Remote Sensing,Technical University of Berlin,20.9
Engineering,Remote Sensing,The Chinese University of Hong Kong,23.5
Engineering,Remote Sensing,The University of Queensland,18.6
Engineering,Remote Sensing,The University of Texas at Austin,20.3
Engineering,Remote Sensing,Ulsan National Institute of Science and Technology,15.2
Engineering,Remote Sensing,"University of California, Los Angeles",20.5
Engineering,Remote Sensing,University of Colorado at Boulder,24.8
Engineering,Remote Sensing,University of Leicester,18.4
Engineering,Remote Sensing,"University of Maryland, Baltimore",16.8
Engineering,Remote Sensing,University of Michigan-Ann Arbor,22.2
Engineering,Remote Sensing,University of Montpellier,24.0
Engineering,Remote Sensing,University of Technology Sydney,16.1
Engineering,Remote Sensing,University of Toronto,19.8
Engineering,Mining & Mineral Engineering,China University of Mining and Technology,73.7
Engineering,Mining & Mineral Engineering,Central South University,100.0
Engineering,Mining & Mineral Engineering,Northeastern University (Shenyang),77.2
Engineering,Mining & Mineral Engineering,University of Science and Technology Beijing,76.9
Engineering,Mining & Mineral Engineering,China University of Mining & Technology-Beijing,55.9
Engineering,Mining & Mineral Engineering,Monash University,41.1
Engineering,Mining & Mineral Engineering,Sichuan University,42.1
Engineering,Mining & Mineral Engineering,The University of New South Wales,37.9
Engineering,Mining & Mineral Engineering,China University of Geosciences,59.0
Engineering,Mining & Mineral Engineering,Chongqing University,42.1
Engineering,Mining & Mineral Engineering,China University of Geosciences Beijing,66.6
Engineering,Mining & Mineral Engineering,The University of Queensland,60.6
Engineering,Mining & Mineral Engineering,Shandong University of Science and Technology,43.8
Engineering,Mining & Mineral Engineering,Wuhan University,33.5
Engineering,Mining & Mineral Engineering,Kunming University of Science and Technology,63.1
Engineering,Mining & Mineral Engineering,The University of Adelaide,40.1
Engineering,Mining & Mineral Engineering,The University of Western Australia,41.1
Engineering,Mining & Mineral Engineering,Southeast University,29.9
Engineering,Mining & Mineral Engineering,Shenzhen University,31.6
Engineering,Mining & Mineral Engineering,Curtin University,42.8
Engineering,Mining & Mineral Engineering,Dalian University of Technology,28.5
Engineering,Mining & Mineral Engineering,Tsinghua University,27.4
Engineering,Mining & Mineral Engineering,University of Wollongong,18.8
Engineering,Mining & Mineral Engineering,Henan Polytechnic University,30.6
Engineering,Mining & Mineral Engineering,Nanjing University,39.3
Engineering,Mining & Mineral Engineering,Pennsylvania State University - University Park,28.5
Engineering,Mining & Mineral Engineering,University of British Columbia,39.0
Engineering,Mining & Mineral Engineering,Xi'an University of Science and Technology,29.2
Engineering,Mining & Mineral Engineering,Shandong University,25.8
Engineering,Mining & Mineral Engineering,Chengdu University of Technology,40.3
Engineering,Mining & Mineral Engineering,Tianjin University,30.3
Engineering,Mining & Mineral Engineering,Hohai University,26.2
Engineering,Mining & Mineral Engineering,Wuhan University of Technology,38.7
Engineering,Mining & Mineral Engineering,McGill University,29.9
Engineering,Mining & Mineral Engineering,AGH University of Krakow,16.5
Engineering,Mining & Mineral Engineering,Technical University Freiberg,29.6
Engineering,Mining & Mineral Engineering,University of Toronto,28.5
Engineering,Mining & Mineral Engineering,Laurentian University,23.3
Engineering,Mining & Mineral Engineering,Hefei University of Technology,33.2
Engineering,Mining & Mineral Engineering,Jiangxi University of Science and Technology,39.5
Engineering,Mining & Mineral Engineering,ETH Zurich,22.4
Engineering,Mining & Mineral Engineering,Nanyang Technological University,18.3
Engineering,Mining & Mineral Engineering,University of Alberta,35.9
Engineering,Mining & Mineral Engineering,Imperial College London,23.7
Engineering,Mining & Mineral Engineering,"The University of Newcastle, Australia",32.3
Engineering,Mining & Mineral Engineering,Tongji University,23.3
Engineering,Mining & Mineral Engineering,University of Tasmania,30.3
Engineering,Mining & Mineral Engineering,Colorado School of Mines,27.8
Engineering,Mining & Mineral Engineering,Southwest Petroleum University,23.7
Engineering,Mining & Mineral Engineering,University of Lorraine,29.9
Engineering,Mining & Mineral Engineering,Aalto University,30.6
Engineering,Mining & Mineral Engineering,Beijing University of Technology,23.3
Engineering,Mining & Mineral Engineering,"China University of Petroleum, Beijing",25.4
Engineering,Mining & Mineral Engineering,Clausthal University of Technology,14.4
Engineering,Mining & Mineral Engineering,East China University of Technology,39.8
Engineering,Mining & Mineral Engineering,Guangxi University,30.3
Engineering,Mining & Mineral Engineering,Hunan University of Science and Technology,22.8
Engineering,Mining & Mineral Engineering,Lulea University of Technology,30.3
Engineering,Mining & Mineral Engineering,Norwegian University of Science and Technology - NTNU,25.4
Engineering,Mining & Mineral Engineering,Peking University,29.2
Engineering,Mining & Mineral Engineering,Shaoxing University,19.4
Engineering,Mining & Mineral Engineering,Southwest Jiaotong University,20.9
Engineering,Mining & Mineral Engineering,Sun Yat-sen University,32.6
Engineering,Mining & Mineral Engineering,Taiyuan University of Technology,30.6
Engineering,Mining & Mineral Engineering,Technical University Kosice,4.6
Engineering,Mining & Mineral Engineering,Texas A&M University,14.4
Engineering,Mining & Mineral Engineering,The University of Hong Kong,17.1
Engineering,Mining & Mineral Engineering,University of Chile,28.9
Engineering,Mining & Mineral Engineering,University of Leeds,19.9
Engineering,Mining & Mineral Engineering,University of Lille,18.3
Engineering,Mining & Mineral Engineering,University of Oxford,13.7
Engineering,Mining & Mineral Engineering,University of Tehran,29.9
Engineering,Mining & Mineral Engineering,Wuhan University of Science and Technology,30.6
Engineering,Mining & Mineral Engineering,Zhejiang University,22.4
Engineering,Mining & Mineral Engineering,Zhengzhou University,29.6
Engineering,Mining & Mineral Engineering,Amirkabir University of Technology,20.9
Engineering,Mining & Mineral Engineering,Anhui University of Science and Technology,21.9
Engineering,Mining & Mineral Engineering,Assiut University,11.2
Engineering,Mining & Mineral Engineering,Chang'an University,32.3
Engineering,Mining & Mineral Engineering,China University of Petroleum (East China),22.4
Engineering,Mining & Mineral Engineering,Hokkaido University,18.3
Engineering,Mining & Mineral Engineering,James Cook University,19.9
Engineering,Mining & Mineral Engineering,Jiangsu University of Science and Technology,19.9
Engineering,Mining & Mineral Engineering,KTH Royal Institute of Technology,16.5
Engineering,Mining & Mineral Engineering,Kyushu University,21.9
Engineering,Mining & Mineral Engineering,Lakehead University,15.1
Engineering,Mining & Mineral Engineering,Michigan Technological University,21.4
Engineering,Mining & Mineral Engineering,Missouri University of Science and Technology,12.9
Engineering,Mining & Mineral Engineering,Mohammed VI Polytechnic University,20.9
Engineering,Mining & Mineral Engineering,Queen's University,24.2
Engineering,Mining & Mineral Engineering,Southern University of Science and Technology,21.9
Engineering,Mining & Mineral Engineering,Southwest University of Science and Technology,29.6
Engineering,Mining & Mineral Engineering,Tarbiat Modares University,25.0
Engineering,Mining & Mineral Engineering,The Hong Kong Polytechnic University,16.5
Engineering,Mining & Mineral Engineering,Université Grenoble Alpes,15.8
Engineering,Mining & Mineral Engineering,University of Montreal,17.1
Engineering,Mining & Mineral Engineering,University of Naples Federico II,10.2
Engineering,Mining & Mineral Engineering,University of Oulu,24.6
Engineering,Mining & Mineral Engineering,University of Sao Paulo,27.4
Engineering,Mining & Mineral Engineering,University of South Australia,27.4
Engineering,Metallurgical Engineering,Central South University,100.0
Engineering,Metallurgical Engineering,University of Science and Technology Beijing,94.3
Engineering,Metallurgical Engineering,Harbin Institute of Technology,84.6
Engineering,Metallurgical Engineering,Northwestern Polytechnical University,80.6
Engineering,Metallurgical Engineering,Northeastern University (Shenyang),87.0
Engineering,Metallurgical Engineering,Xi'an Jiaotong University,64.7
Engineering,Metallurgical Engineering,Shanghai Jiao Tong University,70.3
Engineering,Metallurgical Engineering,Chongqing University,66.0
Engineering,Metallurgical Engineering,University of Science and Technology of China,67.5
Engineering,Metallurgical Engineering,The Ohio State University - Columbus,29.3
Engineering,Metallurgical Engineering,"University of California, Santa Barbara",21.9
Engineering,Metallurgical Engineering,University of Tennessee - Knoxville,34.0
Engineering,Metallurgical Engineering,Pohang University of Science and Technology,37.9
Engineering,Metallurgical Engineering,Tianjin University,50.3
Engineering,Metallurgical Engineering,City University of Hong Kong,40.6
Engineering,Metallurgical Engineering,Shanghai University,51.1
Engineering,Metallurgical Engineering,Huazhong University of Science and Technology,51.4
Engineering,Metallurgical Engineering,Tsinghua University,51.9
Engineering,Metallurgical Engineering,Beihang University,52.5
Engineering,Metallurgical Engineering,Massachusetts Institute of Technology (MIT),23.1
Engineering,Metallurgical Engineering,Tohoku University,45.0
Engineering,Metallurgical Engineering,Shandong University,52.1
Engineering,Metallurgical Engineering,The University of Manchester,34.2
Engineering,Metallurgical Engineering,Jilin University,49.6
Engineering,Metallurgical Engineering,University of Michigan-Ann Arbor,24.2
Engineering,Metallurgical Engineering,Sichuan University,48.0
Engineering,Metallurgical Engineering,Nanjing University of Science and Technology,47.4
Engineering,Metallurgical Engineering,Zhengzhou University,45.7
Engineering,Metallurgical Engineering,Kyushu University,29.7
Engineering,Metallurgical Engineering,South China University of Technology,46.9
Engineering,Metallurgical Engineering,Southeast University,41.6
Engineering,Metallurgical Engineering,"University of California, Berkeley",21.4
Engineering,Metallurgical Engineering,Dalian University of Technology,48.1
Engineering,Metallurgical Engineering,Zhejiang University,45.4
Engineering,Metallurgical Engineering,Beijing Institute of Technology,48.8
Engineering,Metallurgical Engineering,Wuhan University of Technology,45.4
Engineering,Metallurgical Engineering,Northwestern University,23.3
Engineering,Metallurgical Engineering,The University of New South Wales,32.1
Engineering,Metallurgical Engineering,Pennsylvania State University - University Park,26.4
Engineering,Metallurgical Engineering,Monash University,29.0
Engineering,Metallurgical Engineering,Jiangsu University,40.3
Engineering,Metallurgical Engineering,Nanyang Technological University,33.1
Engineering,Metallurgical Engineering,Taiyuan University of Technology,45.2
Engineering,Metallurgical Engineering,Karlsruhe Institute of Technology (KIT),33.3
Engineering,Metallurgical Engineering,Hunan University,42.6
Engineering,Metallurgical Engineering,Indian Institute of Science,27.4
Engineering,Metallurgical Engineering,Jiangsu University of Science and Technology,38.6
Engineering,Metallurgical Engineering,Yanshan University,45.7
Engineering,Metallurgical Engineering,Imperial College London,32.7
Engineering,Metallurgical Engineering,Kunming University of Science and Technology,44.2
Engineering,Metallurgical Engineering,AGH University of Krakow,43.6
Engineering,Metallurgical Engineering,Beijing University of Technology,42.8
Engineering,Metallurgical Engineering,Colorado School of Mines,20.6
Engineering,Metallurgical Engineering,Indian Institute of Technology Madras,30.1
Engineering,Metallurgical Engineering,King Saud University,36.3
Engineering,Metallurgical Engineering,Kyoto University,27.7
Engineering,Metallurgical Engineering,McGill University,18.4
Engineering,Metallurgical Engineering,NanJing Tech University,42.2
Engineering,Metallurgical Engineering,Nanjing University of Aeronautics and Astronautics,41.0
Engineering,Metallurgical Engineering,National University of Singapore,26.8
Engineering,Metallurgical Engineering,North Carolina State University - Raleigh,21.5
Engineering,Metallurgical Engineering,North University of China,37.7
Engineering,Metallurgical Engineering,Osaka University,36.8
Engineering,Metallurgical Engineering,RWTH Aachen University,35.6
Engineering,Metallurgical Engineering,Shenzhen University,35.0
Engineering,Metallurgical Engineering,Swiss Federal Institute of Technology Lausanne,21.2
Engineering,Metallurgical Engineering,Technical University of Denmark,23.3
Engineering,Metallurgical Engineering,Texas A&M University,23.6
Engineering,Metallurgical Engineering,The National University of Science and Technology MISiS,38.0
Engineering,Metallurgical Engineering,The University of Queensland,30.4
Engineering,Metallurgical Engineering,University of Birmingham,26.3
Engineering,Metallurgical Engineering,University of Electronic Science and Technology of China,32.3
Engineering,Metallurgical Engineering,University of Leoben,33.2
Engineering,Metallurgical Engineering,University of Wisconsin - Madison,20.0
Engineering,Metallurgical Engineering,Yonsei University,32.3
Engineering,Metallurgical Engineering,Carnegie Mellon University,17.4
Engineering,Metallurgical Engineering,Deakin University,23.8
Engineering,Metallurgical Engineering,Delft University of Technology,29.8
Engineering,Metallurgical Engineering,Georgia Institute of Technology,19.4
Engineering,Metallurgical Engineering,Guangdong University of Technology,31.5
Engineering,Metallurgical Engineering,Harbin Engineering University,34.2
Engineering,Metallurgical Engineering,Hebei University of Technology,36.2
Engineering,Metallurgical Engineering,Jiangxi University of Science and Technology,35.3
Engineering,Metallurgical Engineering,Johns Hopkins University,18.6
Engineering,Metallurgical Engineering,McMaster University,20.2
Engineering,Metallurgical Engineering,Purdue University - West Lafayette,24.0
Engineering,Metallurgical Engineering,Qingdao University,27.1
Engineering,Metallurgical Engineering,Seoul National University,32.4
Engineering,Metallurgical Engineering,Shaanxi University of Science and Technology,27.8
Engineering,Metallurgical Engineering,Southern University of Science and Technology,31.3
Engineering,Metallurgical Engineering,Southwest Jiaotong University,36.2
Engineering,Metallurgical Engineering,The Hong Kong Polytechnic University,28.4
Engineering,Metallurgical Engineering,The University of Tokyo,27.6
Engineering,Metallurgical Engineering,University of Alberta,19.4
Engineering,Metallurgical Engineering,University of North Texas,21.3
Engineering,Metallurgical Engineering,University of Oxford,25.6
Engineering,Metallurgical Engineering,University of Tehran,34.7
Engineering,Metallurgical Engineering,Vienna University of Technology,22.1
Engineering,Metallurgical Engineering,Wuhan University of Science and Technology,38.0
Engineering,Metallurgical Engineering,Yeungnam University,27.2
Engineering,Metallurgical Engineering,Arizona State University,17.0
Engineering,Metallurgical Engineering,China University of Mining and Technology,32.9
Engineering,Metallurgical Engineering,Federal University of Sao Carlos,27.4
Engineering,Metallurgical Engineering,Fudan University,26.5
Engineering,Metallurgical Engineering,Fuzhou University,28.8
Engineering,Metallurgical Engineering,Guangxi University,31.8
Engineering,Metallurgical Engineering,Hangzhou Dianzi University,25.2
Engineering,Metallurgical Engineering,Hanyang University,30.9
Engineering,Metallurgical Engineering,Iowa State University,21.8
Engineering,Metallurgical Engineering,King Abdulaziz University,27.7
Engineering,Metallurgical Engineering,King Khalid University,25.7
Engineering,Metallurgical Engineering,Korea University,32.2
Engineering,Metallurgical Engineering,KTH Royal Institute of Technology,28.2
Engineering,Metallurgical Engineering,Lanzhou University of Technology,34.0
Engineering,Metallurgical Engineering,Nanjing University,27.7
Engineering,Metallurgical Engineering,Ningbo University,28.7
Engineering,Metallurgical Engineering,Norwegian University of Science and Technology - NTNU,30.6
Engineering,Metallurgical Engineering,Ocean University of China,20.7
Engineering,Metallurgical Engineering,Paris-Saclay University,28.9
Engineering,Metallurgical Engineering,Peking University,29.8
Engineering,Metallurgical Engineering,PSL University,23.0
Engineering,Metallurgical Engineering,Qilu University of Technology,30.9
Engineering,Metallurgical Engineering,Qingdao University of Science and Technology,25.7
Engineering,Metallurgical Engineering,RMIT University,24.7
Engineering,Metallurgical Engineering,Sejong University,23.6
Engineering,Metallurgical Engineering,Shandong University of Science and Technology,29.8
Engineering,Metallurgical Engineering,South Ural State University,23.4
Engineering,Metallurgical Engineering,Sun Yat-sen University,30.1
Engineering,Metallurgical Engineering,Technical University Darmstadt,25.7
Engineering,Metallurgical Engineering,The University of Alabama - Tuscaloosa,17.0
Engineering,Metallurgical Engineering,The University of Auckland,15.9
Engineering,Metallurgical Engineering,Tongji University,31.5
Engineering,Metallurgical Engineering,Université Grenoble Alpes,28.3
Engineering,Metallurgical Engineering,Université Paris Cité,27.6
Engineering,Metallurgical Engineering,University of Belgrade,19.1
Engineering,Metallurgical Engineering,"University of California, Irvine",18.4
Engineering,Metallurgical Engineering,University of Cambridge,24.1
Engineering,Metallurgical Engineering,University of Lorraine,31.0
Engineering,Metallurgical Engineering,University of Pittsburgh,13.4
Engineering,Metallurgical Engineering,University of Stuttgart,17.2
Engineering,Metallurgical Engineering,University of Sydney,20.7
Engineering,Metallurgical Engineering,University of Virginia,17.2
Engineering,Metallurgical Engineering,University of Waterloo,21.9
Engineering,Metallurgical Engineering,University of Wollongong,26.9
Engineering,Metallurgical Engineering,Ural Federal University,29.8
Engineering,Metallurgical Engineering,Virginia Polytechnic Institute and State University,15.9
Engineering,Metallurgical Engineering,Wuhan University,29.3
Engineering,Metallurgical Engineering,Xiamen University,29.3
Engineering,Metallurgical Engineering,Xi'an University of Technology,35.3
Engineering,Metallurgical Engineering,Yantai University,26.6
Engineering,Metallurgical Engineering,Al-Azhar University,18.7
Engineering,Metallurgical Engineering,Beijing University of Chemical Technology,23.5
Engineering,Metallurgical Engineering,Brunel University London,19.7
Engineering,Metallurgical Engineering,Changsha University of Science and Technology,27.7
Engineering,Metallurgical Engineering,Chongqing University of Technology,22.9
Engineering,Metallurgical Engineering,Chungnam National University,24.5
Engineering,Metallurgical Engineering,COMSATS University Islamabad,17.6
Engineering,Metallurgical Engineering,Curtin University,17.5
Engineering,Metallurgical Engineering,Dongguan University of Technology,26.1
Engineering,Metallurgical Engineering,Dongguk University,21.5
Engineering,Metallurgical Engineering,Edith Cowan University,17.8
Engineering,Metallurgical Engineering,Guilin University of Electronic Technology,25.1
Engineering,Metallurgical Engineering,Hefei University of Technology,30.4
Engineering,Metallurgical Engineering,Henan University of Science and Technology,32.4
Engineering,Metallurgical Engineering,Hohai University,32.0
Engineering,Metallurgical Engineering,Imam Abdulrahman Bin Faisal University,18.7
Engineering,Metallurgical Engineering,Indian Institute of Technology Bombay,23.3
Engineering,Metallurgical Engineering,Indian Institute of Technology Delhi,22.7
Engineering,Metallurgical Engineering,Indian Institute of Technology Kharagpur,27.1
Engineering,Metallurgical Engineering,INSA Lyon,20.8
Engineering,Metallurgical Engineering,Iran University of Science & Technology,30.0
Engineering,Metallurgical Engineering,Jinan University,25.0
Engineering,Metallurgical Engineering,Kyung Hee University,24.9
Engineering,Metallurgical Engineering,Kyungpook National University,26.5
Engineering,Metallurgical Engineering,Lanzhou University,22.7
Engineering,Metallurgical Engineering,Moscow State University,27.4
Engineering,Metallurgical Engineering,Nanchang Hangkong University,29.0
Engineering,Metallurgical Engineering,Nanjing Forestry University,23.6
Engineering,Metallurgical Engineering,National Taiwan University,24.9
Engineering,Metallurgical Engineering,Paris-East Créteil University,17.6
Engineering,Metallurgical Engineering,Pusan National University,32.6
Engineering,Metallurgical Engineering,Ruhr University Bochum,24.0
Engineering,Metallurgical Engineering,Saarland University,15.5
Engineering,Metallurgical Engineering,Soochow University (China),31.9
Engineering,Metallurgical Engineering,Southwest University,24.6
Engineering,Metallurgical Engineering,Sungkyunkwan University,28.1
Engineering,Metallurgical Engineering,Taif University,19.9
Engineering,Metallurgical Engineering,University of British Columbia,18.1
Engineering,Metallurgical Engineering,"University of California, Los Angeles",17.5
Engineering,Metallurgical Engineering,University of Erlangen-Nuremberg,24.3
Engineering,Metallurgical Engineering,University of Illinois at Urbana-Champaign,19.8
Engineering,Metallurgical Engineering,University of Nebraska - Lincoln,16.3
Engineering,Metallurgical Engineering,University of Sao Paulo,27.5
Engineering,Metallurgical Engineering,University of Shanghai for Science and Technology,26.1
Engineering,Metallurgical Engineering,Uppsala University,20.0
Engineering,Metallurgical Engineering,Warsaw University of Technology,35.3
Engineering,Metallurgical Engineering,Xiangtan University,27.1
Engineering,Metallurgical Engineering,Yangzhou University,26.5
Engineering,Metallurgical Engineering,Zhejiang Sci-Tech University,22.0
Engineering,Metallurgical Engineering,Zhejiang University of Technology,27.6
Engineering,Textile Science & Engineering,Donghua University,100.0
Engineering,Textile Science & Engineering,Jiangnan University,70.8
Engineering,Textile Science & Engineering,Wuhan Textile University,68.0
Engineering,Textile Science & Engineering,Qingdao University,62.3
Engineering,Textile Science & Engineering,Seoul National University,45.1
Engineering,Textile Science & Engineering,Tiangong University,58.5
Engineering,Textile Science & Engineering,The Hong Kong Polytechnic University,48.3
Engineering,Textile Science & Engineering,Zhejiang Sci-Tech University,62.7
Engineering,Textile Science & Engineering,King Abdulaziz University,35.7
Engineering,Textile Science & Engineering,King Mongkut's University of Technology North Bangkok,33.5
Engineering,Textile Science & Engineering,South China University of Technology,73.6
Engineering,Textile Science & Engineering,University Putra Malaysia,38.0
Engineering,Textile Science & Engineering,National Textile University Faisalabad,43.5
Engineering,Textile Science & Engineering,Soochow University (China),53.3
Engineering,Textile Science & Engineering,Indian Institute of Technology Delhi,43.7
Engineering,Textile Science & Engineering,Nanjing Forestry University,57.6
Engineering,Textile Science & Engineering,North Carolina State University - Raleigh,38.8
Engineering,Textile Science & Engineering,Southwest University,48.1
Engineering,Textile Science & Engineering,The University of Manchester,26.9
Engineering,Textile Science & Engineering,Amirkabir University of Technology,45.6
Engineering,Textile Science & Engineering,University of Minho,26.5
Engineering,Textile Science & Engineering,King Saud University,30.6
Engineering,Textile Science & Engineering,Universite de Monastir,36.9
Engineering,Textile Science & Engineering,Technical University of Liberec,36.9
Engineering,Textile Science & Engineering,TU Dresden,25.2
Engineering,Textile Science & Engineering,Ege University,27.6
Engineering,Textile Science & Engineering,Vellore Institute of Technology,32.6
Engineering,Textile Science & Engineering,Guangxi University,44.4
Engineering,Textile Science & Engineering,University of Sao Paulo,36.9
Engineering,Textile Science & Engineering,Deakin University,30.9
Engineering,Textile Science & Engineering,Shanghai Jiao Tong University,30.9
Engineering,Textile Science & Engineering,Jiangsu University,47.9
Engineering,Textile Science & Engineering,Hanyang University,30.6
Engineering,Textile Science & Engineering,Shaanxi University of Science and Technology,46.5
Engineering,Textile Science & Engineering,Bahir Dar Univeristy,27.3
Engineering,Textile Science & Engineering,Istanbul Technical University,33.5
Engineering,Textile Science & Engineering,Minjiang University,33.2
Engineering,Textile Science & Engineering,Anna University,30.2
Engineering,Textile Science & Engineering,Université Grenoble Alpes,37.1
Engineering,Textile Science & Engineering,PSG College of Technology,31.3
Engineering,Textile Science & Engineering,Fujian Agriculture and Forestry University,34.2
Engineering,Textile Science & Engineering,Jilin University,49.4
Engineering,Textile Science & Engineering,Xi'an Polytechnic University,29.1
Engineering,Textile Science & Engineering,Tsinghua University,33.5
Engineering,Textile Science & Engineering,RMIT University,28.0
Engineering,Textile Science & Engineering,Tianjin University,43.2
Engineering,Textile Science & Engineering,Huazhong University of Science and Technology,31.6
Engineering,Textile Science & Engineering,Sichuan University,46.8
Engineering,Textile Science & Engineering,NanJing Tech University,46.5
Engineering,Textile Science & Engineering,Qilu University of Technology,46.5
Life Sciences,Biological Sciences,Harvard University,100.0
Life Sciences,Biological Sciences,Stanford University,63.9
Life Sciences,Biological Sciences,Massachusetts Institute of Technology (MIT),62.6
Life Sciences,Biological Sciences,"University of California, San Francisco",55.3
Life Sciences,Biological Sciences,University of Cambridge,64.8
Life Sciences,Biological Sciences,University of Oxford,65.6
Life Sciences,Biological Sciences,Yale University,53.2
Life Sciences,Biological Sciences,University of Washington,60.4
Life Sciences,Biological Sciences,University College London,57.6
Life Sciences,Biological Sciences,Johns Hopkins University,58.3
Life Sciences,Biological Sciences,"University of California, Berkeley",50.1
Life Sciences,Biological Sciences,Columbia University,50.5
Life Sciences,Biological Sciences,Rockefeller University,28.4
Life Sciences,Biological Sciences,"University of California, San Diego",60.9
Life Sciences,Biological Sciences,University of North Carolina at Chapel Hill,48.1
Life Sciences,Biological Sciences,Cornell University,63.0
Life Sciences,Biological Sciences,The University of Texas Southwestern Medical Center at Dallas,38.4
Life Sciences,Biological Sciences,University of Pennsylvania,57.1
Life Sciences,Biological Sciences,Kyoto University,46.0
Life Sciences,Biological Sciences,University of Michigan-Ann Arbor,54.4
Life Sciences,Biological Sciences,University of Toronto,58.4
Life Sciences,Biological Sciences,University of Copenhagen,63.2
Life Sciences,Biological Sciences,University of Massachusetts Chan Medical School,28.0
Life Sciences,Biological Sciences,The University of Western Australia,43.2
Life Sciences,Biological Sciences,Université Paris Cité,78.3
Life Sciences,Biological Sciences,Washington University in St. Louis,48.9
Life Sciences,Biological Sciences,"University of California, Los Angeles",53.1
Life Sciences,Biological Sciences,Cardiff University,27.8
Life Sciences,Biological Sciences,University of Alberta,36.1
Life Sciences,Biological Sciences,Norwegian University of Science and Technology - NTNU,28.9
Life Sciences,Biological Sciences,The University of Tokyo,54.9
Life Sciences,Biological Sciences,Imperial College London,51.8
Life Sciences,Biological Sciences,"University of California, Davis",54.8
Life Sciences,Biological Sciences,University of Florida,56.7
Life Sciences,Biological Sciences,Zhejiang University,71.1
Life Sciences,Biological Sciences,University of Pittsburgh,46.7
Life Sciences,Biological Sciences,The University of Queensland,52.3
Life Sciences,Biological Sciences,Heidelberg University,46.5
Life Sciences,Biological Sciences,New York University,40.2
Life Sciences,Biological Sciences,University of Chicago,37.6
Life Sciences,Biological Sciences,Duke University,49.7
Life Sciences,Biological Sciences,Tsinghua University,44.6
